Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-04-05,17:00,Libertadores,Group stage,Wed,Away,L,1.0,2.0,ec SD Aucas,0.9,1.4,60.0,,Everton Ribeiro,3-4-3,José Argote,Match Report,
2023-04-16,16:00,Série A,Matchweek 1,Sun,Home,W,3.0,0.0,Coritiba,1.4,0.4,58.0,42848.0,Everton Ribeiro,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-04-19,21:30,Libertadores,Group stage,Wed,Home,W,2.0,0.0,cl Ñublense,1.9,0.1,57.0,48895.0,Gabriel Barbosa,3-5-2,Wilmar Roldán,Match Report,
2023-04-23,11:00,Série A,Matchweek 2,Sun,Away,L,1.0,2.0,Internacional,1.5,1.1,64.0,45751.0,Everton Ribeiro,4-1-2-1-2◆,Ramon Abatti Abel,Match Report,
2023-04-30,16:00,Série A,Matchweek 3,Sun,Home,L,2.0,3.0,Botafogo (RJ),3.1,1.9,74.0,53138.0,Gabriel Barbosa,3-4-3,Edina Alves Batista,Match Report,
2023-05-04,19:00,Libertadores,Group stage,Thu,Away,D,1.0,1.0,ar Racing Club,1.1,0.9,69.0,25325.0,Everton Ribeiro,4-3-1-2,Jesús Valenzuela,Match Report,
2023-05-07,16:00,Série A,Matchweek 4,Sun,Away,L,1.0,2.0,Ath Paranaense,1.5,1.0,60.0,32949.0,Everton Ribeiro,4-4-2,Raphael Claus,Match Report,
2023-05-10,20:00,Série A,Matchweek 5,Wed,Home,W,2.0,0.0,Goiás,2.6,0.7,57.0,44948.0,Everton Ribeiro,4-2-3-1,Savio Pereira,Match Report,
2023-05-13,16:00,Série A,Matchweek 6,Sat,Away,W,3.0,2.0,Bahia,2.2,1.4,48.0,48502.0,Gabriel Barbosa,4-1-4-1,Paulo Cesar Zanovelli da Silva,Match Report,
2023-05-21,16:00,Série A,Matchweek 7,Sun,Home,W,1.0,0.0,Corinthians,0.6,1.2,64.0,64871.0,Gabriel Barbosa,4-2-2-2,Rafael Rodrigo Klein,Match Report,
2023-05-24,20:30,Libertadores,Group stage,Wed,Away,D,1.0,1.0,cl Ñublense,0.9,1.1,60.0,,Gabriel Barbosa,4-3-3,Esteban Ostojich,Match Report,
2023-05-27,18:30,Série A,Matchweek 8,Sat,Home,D,1.0,1.0,Cruzeiro,2.0,1.2,62.0,65270.0,Gabriel Barbosa,4-3-1-2,Luiz Flávio de Oliveira,Match Report,
2023-06-05,20:00,Série A,Matchweek 9,Mon,Away,W,4.0,1.0,Vasco da Gama,1.1,1.5,55.0,46423.0,David Luiz,4-2-2-2,Braulio da Silva Machado,Match Report,
2023-06-08,21:00,Libertadores,Group stage,Thu,Home,W,2.0,1.0,ar Racing Club,1.1,0.5,60.0,63963.0,Everton Ribeiro,4-2-2-2,Gustavo Tejera,Match Report,
2023-06-11,18:30,Série A,Matchweek 10,Sun,Home,W,3.0,0.0,Grêmio,1.9,2.0,52.0,62967.0,Everton Ribeiro,4-2-2-2,Savio Pereira,Match Report,
2023-06-22,21:30,Série A,Matchweek 11,Thu,Away,L,0.0,4.0,Bragantino,0.8,3.3,41.0,10103.0,Everton Ribeiro,4-2-3-1,Anderson Daronco,Match Report,
2023-06-25,18:30,Série A,Matchweek 12,Sun,Away,W,3.0,2.0,Santos,0.8,1.8,67.0,,Everton Ribeiro,4-3-3,Wilton Sampaio,Match Report,
2023-06-28,21:30,Libertadores,Group stage,Wed,Home,W,4.0,0.0,ec SD Aucas,5.0,0.4,66.0,62924.0,Everton Ribeiro,4-1-4-1,Andrés Rojas,Match Report,
2023-07-01,18:30,Série A,Matchweek 13,Sat,Home,W,2.0,0.0,Fortaleza,1.3,1.6,58.0,64853.0,Everton Ribeiro,4-2-2-2,Savio Pereira,Match Report,
2023-07-08,21:00,Série A,Matchweek 14,Sat,Away,D,1.0,1.0,Palmeiras,0.8,1.1,56.0,,David Luiz,4-3-3,Ramon Abatti Abel,Match Report,
2023-07-16,16:00,Série A,Matchweek 15,Sun,Away,D,0.0,0.0,Fluminense,0.4,1.5,46.0,62354.0,Everton Ribeiro,4-2-3-1,Savio Pereira,Match Report,
2023-07-22,16:00,Série A,Matchweek 16,Sat,Home,D,1.0,1.0,América (MG),2.5,1.3,66.0,,Everton Ribeiro,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-07-29,21:00,Série A,Matchweek 17,Sat,Away,W,2.0,1.0,Atlético Mineiro,1.8,0.9,60.0,,Everton Ribeiro,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2023-08-03,21:00,Libertadores,Round of 16,Thu,Home,W,1.0,0.0,py Olimpia,1.6,0.8,74.0,67066.0,Everton Ribeiro,4-2-3-1,Darío Herrera,Match Report,Leg 1 of 2
2023-08-06,19:00,Série A,Matchweek 18,Sun,Away,L,0.0,3.0,Cuiabá,0.8,1.9,62.0,33091.0,David Luiz,4-2-3-1,Anderson Daronco,Match Report,
2023-08-10,20:00,Libertadores,Round of 16,Thu,Away,L,1.0,3.0,py Olimpia,0.4,1.3,55.0,,Everton Ribeiro,4-2-3-1,Wilmar Roldán,Match Report,Leg 2 of 2; Olimpia won
2023-08-13,18:30,Série A,Matchweek 19,Sun,Home,D,1.0,1.0,São Paulo,1.4,0.8,54.0,,Gabriel Barbosa,4-2-3-1,Rafael Rodrigo Klein,Match Report,
2023-08-20,16:00,Série A,Matchweek 20,Sun,Away,W,3.0,2.0,Coritiba,1.9,2.6,62.0,,Gabriel Barbosa,4-2-2-2,Raphael Claus,Match Report,
2023-08-26,18:30,Série A,Matchweek 21,Sat,Home,D,0.0,0.0,Internacional,0.7,0.3,59.0,,Gabriel Barbosa,4-2-3-1,Edina Alves Batista,Match Report,
2023-09-02,21:00,Série A,Matchweek 22,Sat,Away,W,2.0,1.0,Botafogo (RJ),0.8,1.1,52.0,40769.0,Bruno Henrique,4-2-3-1,Raphael Claus,Match Report,
2023-09-13,21:30,Série A,Matchweek 23,Wed,Home,L,0.0,3.0,Ath Paranaense,0.5,2.3,58.0,,Gabriel Barbosa,3-4-3,Rafael Rodrigo Klein,Match Report,
2023-09-20,19:00,Série A,Matchweek 24,Wed,Away,D,0.0,0.0,Goiás,0.5,0.1,64.0,,Everton Ribeiro,4-3-3,Raphael Claus,Match Report,
2023-09-30,16:00,Série A,Matchweek 25,Sat,Home,W,1.0,0.0,Bahia,1.4,0.5,65.0,,Everton Ribeiro,4-2-3-1,Savio Pereira,Match Report,
2023-10-07,21:00,Série A,Matchweek 26,Sat,Away,D,1.0,1.0,Corinthians,0.9,1.0,57.0,,Everton Ribeiro,4-2-3-1,Anderson Daronco,Match Report,
2023-10-19,19:00,Série A,Matchweek 27,Thu,Away,W,2.0,0.0,Cruzeiro,1.8,0.3,57.0,37073.0,Everton Ribeiro,4-3-3,Rafael Rodrigo Klein,Match Report,
2023-10-22,16:00,Série A,Matchweek 28,Sun,Home,W,1.0,0.0,Vasco da Gama,0.5,1.1,47.0,69473.0,Bruno Henrique,4-2-3-1,Raphael Claus,Match Report,
2023-10-25,21:30,Série A,Matchweek 29,Wed,Away,L,2.0,3.0,Grêmio,1.1,1.0,62.0,,Gerson,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-11-01,20:00,Série A,Matchweek 31,Wed,Home,L,1.0,2.0,Santos,1.2,0.6,60.0,,Bruno Henrique,4-2-3-1,Rafael Rodrigo Klein,Match Report,
2023-11-05,16:00,Série A,Matchweek 32,Sun,Away,W,2.0,0.0,Fortaleza,0.7,0.8,48.0,49324.0,Giorgian De Arrascaeta,4-2-3-1,Anderson Daronco,Match Report,
2023-11-08,21:30,Série A,Matchweek 33,Wed,Home,W,3.0,0.0,Palmeiras,1.4,1.0,51.0,64590.0,Gerson,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-11-11,18:30,Série A,Matchweek 34,Sat,Home,D,1.0,1.0,Fluminense,0.9,1.4,42.0,59970.0,Gerson,4-2-3-1,Wilton Pereira Sampaio,Match Report,
2023-11-23,21:30,Série A,Matchweek 30,Thu,Home,W,1.0,0.0,Bragantino,1.1,1.2,53.0,,Gerson,4-2-3-1,Braulio Machado,Match Report,
2023-11-26,18:30,Série A,Matchweek 35,Sun,Away,,,,América (MG),,,,,,,,Head-to-Head,
2023-11-29,20:00,Série A,Matchweek 36,Wed,Home,,,,Atlético Mineiro,,,,,,,,Head-to-Head,
2023-12-02,,Série A,Matchweek 37,Sat,Home,,,,Cuiabá,,,,,,,,Head-to-Head,
2023-12-06,,Série A,Matchweek 38,Wed,Away,,,,São Paulo,,,,,,,,Head-to-Head,
