Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,Championship,Player_Team
Rafael Cabral,BRA,GK,33,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,Rafael Cabral (cruzeiro)
Marlon,BRA,DF,26,32,32,2853.0,31.7,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,1.2,1.2,3.2,4.4,50.0,154.0,159.0,0.09,0.06,0.16,0.09,0.16,0.04,0.1,0.14,0.04,0.14,cruzeiro,Brasileiro,Marlon (cruzeiro)
Luciano Castán,BRA,DF,34,32,32,2850.0,31.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,0.3,1.5,21.0,101.0,6.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,cruzeiro,Brasileiro,Luciano Castán (cruzeiro)
William,BRA,DF,28,30,28,2377.0,26.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,4.2,5.4,62.0,136.0,127.0,0.0,0.08,0.08,0.0,0.08,0.05,0.16,0.2,0.05,0.2,cruzeiro,Brasileiro,William (cruzeiro)
Bruno Nascimento,BRA,"FW,MF",26,31,26,2481.0,27.6,8.0,3.0,11.0,6.0,2.0,3.0,4.0,0.0,8.3,5.9,4.0,9.9,94.0,115.0,241.0,0.29,0.11,0.4,0.22,0.33,0.3,0.14,0.44,0.21,0.36,cruzeiro,Brasileiro,Bruno Nascimento (cruzeiro)
Mateus Vital,BRA,MF,25,30,22,1798.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2.2,4.0,53.0,118.0,120.0,0.0,0.1,0.1,0.0,0.1,0.09,0.11,0.2,0.09,0.2,cruzeiro,Brasileiro,Mateus Vital (cruzeiro)
Neris,BRA,DF,31,23,21,1856.0,20.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.6,1.3,18.0,68.0,3.0,0.0,0.05,0.05,0.0,0.05,0.03,0.03,0.06,0.03,0.06,cruzeiro,Brasileiro,Neris (cruzeiro)
Jussa,BRA,MF,27,24,21,1766.0,19.6,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.2,1.2,0.4,1.6,10.0,83.0,13.0,0.05,0.0,0.05,0.05,0.05,0.06,0.02,0.08,0.06,0.08,cruzeiro,Brasileiro,Jussa (cruzeiro)
Wesley,BRA,"FW,MF",24,28,21,1713.0,19.0,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,4.2,4.2,1.5,5.7,64.0,61.0,177.0,0.21,0.05,0.26,0.21,0.26,0.22,0.08,0.3,0.22,0.3,cruzeiro,Brasileiro,Wesley (cruzeiro)
Machado,BRA,MF,27,33,20,2138.0,23.8,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,1.8,3.9,13.0,136.0,25.0,0.04,0.13,0.17,0.04,0.17,0.08,0.08,0.16,0.08,0.16,cruzeiro,Brasileiro,Machado (cruzeiro)
Lucas Silva,BRA,MF,30,16,16,1242.0,13.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.7,2.3,25.0,118.0,32.0,0.0,0.14,0.14,0.0,0.14,0.04,0.12,0.17,0.04,0.17,cruzeiro,Brasileiro,Lucas Silva (cruzeiro)
Lucas Oliveira,BRA,DF,27,16,15,1310.0,14.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0.4,0.4,0.2,0.6,11.0,67.0,4.0,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,cruzeiro,Brasileiro,Lucas Oliveira (cruzeiro)
Arthur,BRA,"FW,MF",25,17,14,1150.0,12.8,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.4,2.4,1.2,3.6,58.0,30.0,91.0,0.23,0.08,0.31,0.23,0.31,0.19,0.09,0.28,0.19,0.28,cruzeiro,Brasileiro,Arthur (cruzeiro)
Gilberto,BRA,FW,34,20,14,1093.0,12.1,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.7,3.7,0.9,4.6,10.0,12.0,55.0,0.25,0.08,0.33,0.25,0.33,0.3,0.07,0.38,0.3,0.38,cruzeiro,Brasileiro,Gilberto (cruzeiro)
Matheus Pereira,POR,"FW,MF",27,11,8,684.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1.9,5.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.25,0.14,0.25,cruzeiro,Brasileiro,Matheus Pereira (cruzeiro)
Nikão,BRA,"FW,MF",31,19,7,748.0,8.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,2.4,2.9,11.0,42.0,86.0,0.12,0.24,0.36,0.12,0.36,0.07,0.29,0.36,0.07,0.36,cruzeiro,Brasileiro,Nikão (cruzeiro)
Rafael Elias,BRA,FW,24,10,6,504.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.4,2.4,0.5,2.9,7.0,10.0,32.0,0.18,0.0,0.18,0.18,0.18,0.42,0.09,0.51,0.42,0.51,cruzeiro,Brasileiro,Rafael Elias (cruzeiro)
Neto Moura,BRA,MF,27,13,6,499.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,3.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.17,0.07,0.17,cruzeiro,Brasileiro,Neto Moura (cruzeiro)
Ramiro Benetti,BRA,MF,30,6,6,407.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.6,1.4,4.0,26.0,13.0,0.22,0.22,0.44,0.22,0.44,0.17,0.14,0.31,0.17,0.31,cruzeiro,Brasileiro,Ramiro Benetti (cruzeiro)
Helibelton Palacios,COL,DF,30,9,5,539.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.3,6.0,27.0,33.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,cruzeiro,Brasileiro,Helibelton Palacios (cruzeiro)
Richard,BRA,MF,29,4,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.12,0.11,0.12,cruzeiro,Brasileiro,Richard (cruzeiro)
Ian Luccas,BRA,MF,20,10,3,297.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.8,0.8,0.0,8.0,15.0,0.0,0.3,0.3,0.0,0.3,0.02,0.23,0.25,0.02,0.25,cruzeiro,Brasileiro,Ian Luccas (cruzeiro)
Kaiki,BRA,"DF,FW",20,7,3,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,cruzeiro,Brasileiro,Kaiki (cruzeiro)
Wallisson Luiz,BRA,MF,26,11,2,392.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,0.1,1.6,5.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.34,0.02,0.37,0.34,0.37,cruzeiro,Brasileiro,Wallisson Luiz (cruzeiro)
Henrique Dourado,BRA,FW,34,11,2,342.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,0.7,3.0,4.0,4.0,19.0,0.26,0.0,0.26,0.26,0.26,0.61,0.17,0.78,0.61,0.78,cruzeiro,Brasileiro,Henrique Dourado (cruzeiro)
Stênio Toledo,BRA,"FW,MF",20,13,2,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.4,13.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.31,0.13,0.44,0.31,0.44,cruzeiro,Brasileiro,Stênio Toledo (cruzeiro)
Igor Marques,BRA,DF,24,4,1,119.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,8.0,10.0,10.0,0.0,0.76,0.76,0.0,0.76,0.0,0.3,0.3,0.0,0.3,cruzeiro,Brasileiro,Igor Marques (cruzeiro)
Robert,BRA,"MF,FW",18,5,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.59,0.02,0.61,0.59,0.61,cruzeiro,Brasileiro,Robert (cruzeiro)
Anderson,BRA,GK,25,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,Anderson (cruzeiro)
Rafael Bilu,BRA,FW,24,4,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.71,0.8,1.51,0.71,1.51,cruzeiro,Brasileiro,Rafael Bilu (cruzeiro)
Reynaldo Cesar Moraes,BRA,DF,26,2,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,Reynaldo Cesar Moraes (cruzeiro)
Paulo Vitor,BRA,"MF,DF",24,8,0,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,cruzeiro,Brasileiro,Paulo Vitor (cruzeiro)
João Wellington,BRA,"MF,DF",19,3,0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,cruzeiro,Brasileiro,João Wellington (cruzeiro)
João Marcelo,BRA,DF,23,2,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,João Marcelo (cruzeiro)
Daniel,BRA,MF,21,4,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,cruzeiro,Brasileiro,Daniel (cruzeiro)
Fernando Henrique,BRA,MF,22,5,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,cruzeiro,Brasileiro,Fernando Henrique (cruzeiro)
Luis,BRA,FW,18,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,cruzeiro,Brasileiro,Luis (cruzeiro)
Gabriel Mesquita,BRA,GK,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,Gabriel Mesquita (cruzeiro)
Arielson,BRA,FW,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,Arielson (cruzeiro)
Wesley Gasolina,BRA,MF,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,Wesley Gasolina (cruzeiro)
Henrique,BRA,MF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,Henrique (cruzeiro)
Ruan Índio,BRA,FW,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,Ruan Índio (cruzeiro)
Juan,BRA,FW,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,Juan (cruzeiro)
João Pedro,BRA,FW,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruzeiro,Brasileiro,João Pedro (cruzeiro)
Walter,BRA,GK,36,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Walter (cuiaba)
Marllon Borges,BRA,DF,31,32,32,2880.0,32.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,0.7,2.2,10.0,82.0,1.0,0.03,0.03,0.06,0.03,0.06,0.05,0.02,0.07,0.05,0.07,cuiaba,Brasileiro,Marllon Borges (cuiaba)
Deyverson,BRA,FW,32,33,32,2721.0,30.2,12.0,2.0,14.0,9.0,3.0,4.0,6.0,0.0,11.9,9.0,2.2,11.3,17.0,70.0,144.0,0.4,0.07,0.46,0.3,0.36,0.39,0.07,0.47,0.3,0.37,cuiaba,Brasileiro,Deyverson (cuiaba)
Alan Empereur,BRA,DF,29,30,30,2680.0,29.8,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.5,0.5,0.8,1.3,29.0,126.0,7.0,0.03,0.03,0.07,0.03,0.07,0.02,0.03,0.04,0.02,0.04,cuiaba,Brasileiro,Alan Empereur (cuiaba)
Raniele,BRA,MF,26,31,30,2567.0,28.5,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,2.7,2.7,0.9,3.6,30.0,100.0,35.0,0.11,0.04,0.14,0.11,0.14,0.09,0.03,0.12,0.09,0.12,cuiaba,Brasileiro,Raniele (cuiaba)
Matheus Alexandre,BRA,DF,24,31,29,2637.0,29.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,1.1,1.9,36.0,96.0,79.0,0.03,0.0,0.03,0.03,0.03,0.03,0.04,0.06,0.03,0.06,cuiaba,Brasileiro,Matheus Alexandre (cuiaba)
Rikelme,BRA,DF,20,27,24,2108.0,23.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,1.2,1.8,18.0,68.0,84.0,0.04,0.04,0.09,0.04,0.09,0.03,0.05,0.08,0.03,0.08,cuiaba,Brasileiro,Rikelme (cuiaba)
Fernando Sobral,BRA,MF,28,29,20,1783.0,19.8,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,1.6,1.6,1.4,3.0,48.0,95.0,71.0,0.1,0.1,0.2,0.1,0.2,0.08,0.07,0.15,0.08,0.15,cuiaba,Brasileiro,Fernando Sobral (cuiaba)
Denilson,BRA,MF,22,29,20,1673.0,18.6,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,2.6,3.7,33.0,115.0,60.0,0.05,0.16,0.22,0.05,0.22,0.06,0.14,0.2,0.06,0.2,cuiaba,Brasileiro,Denilson (cuiaba)
Jonathan Cafu,BRA,"FW,MF",32,28,20,1479.0,16.4,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,35.0,45.0,154.0,0.0,0.18,0.18,0.0,0.18,0.06,0.06,0.12,0.06,0.12,cuiaba,Brasileiro,Jonathan Cafu (cuiaba)
Clayson,BRA,FW,28,19,18,1327.0,14.7,4.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,2.7,1.9,1.3,3.2,42.0,49.0,104.0,0.27,0.07,0.34,0.2,0.27,0.18,0.09,0.27,0.13,0.22,cuiaba,Brasileiro,Clayson (cuiaba)
Wellington Silva,BRA,FW,30,28,13,1320.0,14.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.7,3.6,63.0,49.0,108.0,0.07,0.14,0.2,0.07,0.2,0.07,0.18,0.25,0.07,0.25,cuiaba,Brasileiro,Wellington Silva (cuiaba)
Pablo Ceppelini,URU,MF,32,21,12,997.0,11.1,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,2.2,3.3,23.0,74.0,58.0,0.0,0.27,0.27,0.0,0.27,0.1,0.2,0.3,0.1,0.3,cuiaba,Brasileiro,Pablo Ceppelini (cuiaba)
Allyson Aires dos Santos,BRA,DF,33,12,10,807.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,cuiaba,Brasileiro,Allyson Aires dos Santos (cuiaba)
Filipe Augusto,BRA,MF,30,23,8,904.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.1,0.1,0.6,0.7,7.0,70.0,16.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,cuiaba,Brasileiro,Filipe Augusto (cuiaba)
Lucas Mineiro,BRA,MF,27,14,7,579.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.5,4.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,cuiaba,Brasileiro,Lucas Mineiro (cuiaba)
Isidro Pitta,PAR,FW,24,25,5,636.0,7.1,5.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,3.4,2.6,0.4,3.0,18.0,14.0,60.0,0.71,0.14,0.85,0.57,0.71,0.48,0.05,0.53,0.37,0.42,cuiaba,Brasileiro,Isidro Pitta (cuiaba)
Patric Calmon,BRA,DF,29,14,5,492.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.3,0.4,14.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,cuiaba,Brasileiro,Patric Calmon (cuiaba)
Emerson Negueba,BRA,FW,23,10,5,484.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,9.0,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,cuiaba,Brasileiro,Emerson Negueba (cuiaba)
Matheusinho,BRA,DF,25,5,5,433.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.5,1.3,11.0,24.0,20.0,0.21,0.0,0.21,0.21,0.21,0.16,0.11,0.26,0.16,0.26,cuiaba,Brasileiro,Matheusinho (cuiaba)
Ronald,BRA,MF,26,21,4,585.0,6.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.8,0.8,1.0,1.8,24.0,49.0,21.0,0.31,0.15,0.46,0.31,0.46,0.13,0.15,0.28,0.13,0.28,cuiaba,Brasileiro,Ronald (cuiaba)
Derik Lacerda,BRA,"FW,MF",24,15,4,514.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.2,2.9,15.0,14.0,42.0,0.0,0.18,0.18,0.0,0.18,0.3,0.22,0.51,0.3,0.51,cuiaba,Brasileiro,Derik Lacerda (cuiaba)
Iury de Castilho,BRA,FW,28,10,4,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,11.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.17,0.13,0.17,cuiaba,Brasileiro,Iury de Castilho (cuiaba)
Uendel,BRA,DF,35,7,3,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Uendel (cuiaba)
João Carlos,BRA,GK,35,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,João Carlos (cuiaba)
Nicolás Quagliata,URU,"FW,MF",24,9,0,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.7,13.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.26,0.09,0.26,cuiaba,Brasileiro,Nicolás Quagliata (cuiaba)
Pablinho,BRA,FW,20,2,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Pablinho (cuiaba)
Rafael Gava,BRA,MF,30,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,cuiaba,Brasileiro,Rafael Gava (cuiaba)
Vitão,BRA,DF,23,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Vitão (cuiaba)
Ricardo,BRA,MF,20,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Ricardo (cuiaba)
Calebe,BRA,MF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Calebe (cuiaba)
Luiz Felipe,BRA,MF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Luiz Felipe (cuiaba)
João Maraninir,BRA,DF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,João Maraninir (cuiaba)
Vinicius Melo,BRA,GK,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Vinicius Melo (cuiaba)
Juan Pablo,BRA,DF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Juan Pablo (cuiaba)
Victor Yan,BRA,MF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuiaba,Brasileiro,Victor Yan (cuiaba)
Fabrício Bruno,BRA,DF,27,30,30,2700.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.5,0.9,29.0,175.0,6.0,0.0,0.03,0.03,0.0,0.03,0.01,0.02,0.03,0.01,0.03,flamengo,Brasileiro,Fabrício Bruno (flamengo)
Léo Pereira,BRA,DF,27,29,29,2376.0,26.4,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.6,1.6,0.4,2.0,36.0,155.0,16.0,0.11,0.04,0.15,0.11,0.15,0.06,0.01,0.07,0.06,0.07,flamengo,Brasileiro,Léo Pereira (flamengo)
Wesley,BRA,DF,20,31,27,2438.0,27.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,2.9,4.0,49.0,102.0,276.0,0.04,0.04,0.07,0.04,0.07,0.04,0.11,0.15,0.04,0.15,flamengo,Brasileiro,Wesley (flamengo)
Gerson,BRA,MF,26,28,27,2370.0,26.3,5.0,7.0,12.0,5.0,0.0,0.0,3.0,1.0,2.8,2.8,5.0,7.7,69.0,142.0,178.0,0.19,0.27,0.46,0.19,0.46,0.1,0.19,0.29,0.1,0.29,flamengo,Brasileiro,Gerson (flamengo)
Ayrton Lucas,BRA,DF,26,31,26,2340.0,26.0,4.0,1.0,5.0,4.0,0.0,0.0,7.0,0.0,2.6,2.6,1.2,3.8,58.0,121.0,122.0,0.15,0.04,0.19,0.15,0.19,0.1,0.05,0.15,0.1,0.15,flamengo,Brasileiro,Ayrton Lucas (flamengo)
Thiago Maia,BRA,MF,26,30,25,2021.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1,0.1,0.2,0.3,16.0,120.0,49.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,flamengo,Brasileiro,Thiago Maia (flamengo)
